    0.74338E-04    0.31765E+03
    0.83075E-04    0.35360E+03
    0.92837E-04    0.39361E+03
    0.10375E-03    0.43814E+03
    0.11594E-03    0.48771E+03
    0.12957E-03    0.54288E+03
    0.14479E-03    0.60427E+03
    0.16181E-03    0.67260E+03
    0.18082E-03    0.74862E+03
    0.20207E-03    0.83320E+03
    0.22582E-03    0.92730E+03
    0.25236E-03    0.10320E+04
    0.28202E-03    0.11484E+04
    0.31516E-03    0.12778E+04
    0.35219E-03    0.14216E+04
    0.39358E-03    0.15814E+04
    0.43984E-03    0.17589E+04
    0.49153E-03    0.19559E+04
    0.54929E-03    0.21745E+04
    0.61384E-03    0.24169E+04
    0.68598E-03    0.26854E+04
    0.76660E-03    0.29827E+04
    0.85669E-03    0.33113E+04
    0.95736E-03    0.36744E+04
    0.10699E-02    0.40748E+04
    0.11956E-02    0.45158E+04
    0.13361E-02    0.50007E+04
    0.14931E-02    0.55326E+04
    0.16686E-02    0.61149E+04
    0.18647E-02    0.67506E+04
    0.20838E-02    0.74425E+04
    0.23287E-02    0.81928E+04
    0.26024E-02    0.90035E+04
    0.29082E-02    0.98753E+04
    0.32500E-02    0.10808E+05
    0.36319E-02    0.11801E+05
    0.40587E-02    0.12849E+05
    0.45357E-02    0.13949E+05
    0.50688E-02    0.15093E+05
    0.51254E-02    0.15209E+05
    0.51827E-02    0.15326E+05
    0.52406E-02    0.15443E+05
    0.52991E-02    0.15560E+05
    0.53583E-02    0.15678E+05
    0.54182E-02    0.15795E+05
    0.54787E-02    0.15914E+05
    0.55399E-02    0.16032E+05
    0.56018E-02    0.16150E+05
    0.56644E-02    0.16269E+05
    0.57277E-02    0.16388E+05
    0.57917E-02    0.16507E+05
    0.58564E-02    0.16627E+05
    0.59219E-02    0.16746E+05
    0.59880E-02    0.16866E+05
    0.60549E-02    0.16985E+05
    0.61226E-02    0.17105E+05
    0.61910E-02    0.17225E+05
    0.62602E-02    0.17345E+05
    0.63301E-02    0.17465E+05
    0.64008E-02    0.17585E+05
    0.64723E-02    0.17705E+05
    0.65447E-02    0.17825E+05
    0.66178E-02    0.17945E+05
    0.66917E-02    0.18064E+05
    0.67665E-02    0.18184E+05
    0.68421E-02    0.18304E+05
    0.69185E-02    0.18423E+05
    0.69958E-02    0.18543E+05
    0.70740E-02    0.18662E+05
    0.71531E-02    0.18781E+05
    0.72330E-02    0.18900E+05
    0.73138E-02    0.19018E+05
    0.73955E-02    0.19137E+05
    0.74781E-02    0.19253E+05
    0.75617E-02    0.19370E+05
    0.76462E-02    0.19488E+05
    0.77316E-02    0.19605E+05
    0.78180E-02    0.19721E+05
    0.79053E-02    0.19838E+05
    0.79937E-02    0.19953E+05
    0.80830E-02    0.20069E+05
    0.81733E-02    0.20184E+05
    0.82646E-02    0.20298E+05
    0.83570E-02    0.20411E+05
    0.84503E-02    0.20525E+05
    0.85447E-02    0.20637E+05
    0.86402E-02    0.20749E+05
    0.87368E-02    0.20860E+05
    0.88344E-02    0.20970E+05
    0.89331E-02    0.21080E+05
    0.90329E-02    0.21189E+05
    0.91338E-02    0.21297E+05
    0.92359E-02    0.21404E+05
    0.93391E-02    0.21510E+05
    0.94434E-02    0.21615E+05
    0.95489E-02    0.21720E+05
    0.96556E-02    0.21823E+05
